filename,width,height,class,xmin,ymin,xmax,ymax
crop_D49_3da8664d-60a5-11ec-8402-0a7404972c70_jpg.rf.202f0495748d6765b974a25918d23a6e.jpg,640,640,Blepharitis,0,51,614,516
crop_D2_3daafdb0-60a5-11ec-8402-0a7404972c70_jpg.rf.204845612ac5522c2e217eaf05d1f027.jpg,640,640,Blepharitis,0,0,617,547
crop_D7_10ace6b3-60a5-11ec-8402-0a7404972c70_jpg.rf.207f6c7a43b1de7cd5b6f83eaeaf84b1.jpg,640,640,Blepharitis,93,55,605,532
D6_18cc696c-60a5-11ec-8402-0a7404972c70_jpg.rf.20869056c460a6b2847fbb2f4d62bafe.jpg,640,640,Blepharitis,0,1,640,640
crop_D38_3daad707-60a5-11ec-8402-0a7404972c70_jpg.rf.20b64f2eba06f4963756a98bb17e6d45.jpg,640,640,Blepharitis,1,37,548,563
D12_3dd6b57c-60a5-11ec-8402-0a7404972c70_jpg.rf.20d1724ec3f5ef223320816f16755df6.jpg,640,640,Blepharitis,0,0,640,640
D10_1902847d-60a5-11ec-8402-0a7404972c70_jpg.rf.20e77e63fcc480f63e1faf10a5c9e1fc.jpg,640,640,Blepharitis,0,0,640,640
D8_19214994-60a5-11ec-8402-0a7404972c70_jpg.rf.20da06f35b70bdd69b5d21b4e1825427.jpg,640,640,Blepharitis,6,0,640,640
crop_D27_3db1a5e3-60a5-11ec-8402-0a7404972c70_jpg.rf.2119d3a8d4121b1eddbce77251c8ca69.jpg,640,640,Blepharitis,16,1,640,583
crop_D19_10aef039-60a5-11ec-8402-0a7404972c70_jpg.rf.214f32567852bb85074b64380a2ce610.jpg,640,640,Blepharitis,2,20,640,535
crop_D45_1015bca6-60a5-11ec-8402-0a7404972c70_jpg.rf.2151e973756fbb7d0a96580b3878328d.jpg,640,640,Blepharitis,68,172,409,489
crop_D1_1015b777-60a5-11ec-8402-0a7404972c70_jpg.rf.2121b51355a0584b86be51308aa5df4c.jpg,640,640,Blepharitis,81,78,576,565
D8_3dd6d9f1-60a5-11ec-8402-0a7404972c70_jpg.rf.21710181beb77953eb84bb28935b13af.jpg,640,640,Blepharitis,0,0,640,640
D12_18b69271-60a5-11ec-8402-0a7404972c70_jpg.rf.21945a9d33c50f3049feafd525429878.jpg,640,640,Blepharitis,0,0,640,640
crop_D8_3daaf80d-60a5-11ec-8402-0a7404972c70_jpg.rf.211f45e1ab8d0dc3e4ff6c06d85fa1e7.jpg,640,640,Blepharitis,85,73,635,640
crop_D11_10acd989-60a5-11ec-8402-0a7404972c70_jpg.rf.21975a1e2cbe5a55f73033f6f670b5cd.jpg,640,640,Blepharitis,0,15,607,545
crop_D16_10b04d32-60a5-11ec-8402-0a7404972c70_jpg.rf.21c5c7c7238257845c0094c951f7fa70.jpg,640,640,Blepharitis,12,0,640,586
crop_D31_10aa1553-60a5-11ec-8402-0a7404972c70_jpg.rf.22814652fa8b98754e6527ebfa23872e.jpg,640,640,Blepharitis,0,60,628,610
crop_D41_3db13edb-60a5-11ec-8402-0a7404972c70_jpg.rf.224af2b320adc952df6d7d0467f18a53.jpg,640,640,Blepharitis,2,19,640,530
crop_D6_3db07812-60a5-11ec-8402-0a7404972c70_jpg.rf.2286c57dc0141de03709b883be1f9364.jpg,640,640,Blepharitis,6,71,640,586
crop_D53_10aa36c1-60a5-11ec-8402-0a7404972c70_jpg.rf.227bb9a22340fd1888bd7302fafd8b03.jpg,640,640,Blepharitis,12,75,534,534
crop_D39_10ae716a-60a5-11ec-8402-0a7404972c70_jpg.rf.229c8b909827d25a16f697657c58212e.jpg,640,640,Blepharitis,20,53,600,570
crop_D28_3daa0dad-60a5-11ec-8402-0a7404972c70_jpg.rf.22c8468321e7cdf793c3f1166399b909.jpg,640,640,Blepharitis,9,22,640,616
crop_D28_108ebe73-60a5-11ec-8402-0a7404972c70_jpg.rf.22cd9d51a62510517501c32f00b0331c.jpg,640,640,Blepharitis,54,27,606,540
crop_D29_3daa63e3-60a5-11ec-8402-0a7404972c70_jpg.rf.22b8d0effcb3f93011cf5bc32f8fdc1b.jpg,640,640,Blepharitis,89,58,638,597
crop_D59_10ad7c25-60a5-11ec-8402-0a7404972c70_jpg.rf.22d3b80803682f29d7408ad04813365d.jpg,640,640,Blepharitis,1,3,584,626
crop_D38_3db000da-60a5-11ec-8402-0a7404972c70_jpg.rf.22e3ab0a20663a85e2bb21cb3a70967b.jpg,640,640,Blepharitis,51,34,584,519
D9_3d942029-60a5-11ec-8402-0a7404972c70_jpg.rf.2319c12421dd65b2a8ea7825344e2801.jpg,640,640,Blepharitis,25,21,640,640
crop_D57_10ac8056-60a5-11ec-8402-0a7404972c70_jpg.rf.231ae612a1d9f970da4117dda211fdc5.jpg,640,640,Blepharitis,0,43,570,572
crop_D19_10ac1f8b-60a5-11ec-8402-0a7404972c70_jpg.rf.239cd46a3492bc6aad567fe1ad99b261.jpg,640,640,Blepharitis,17,76,541,562
crop_D5_10ac8bc9-60a5-11ec-8402-0a7404972c70_jpg.rf.236fb2dec09d5851022d7e92d4bdb561.jpg,640,640,Blepharitis,115,17,521,477
crop_D33_3da730d4-60a5-11ec-8402-0a7404972c70_jpg.rf.23af4e4db5604d6ccf332dd1fbec1422.jpg,640,640,Blepharitis,0,16,639,640
D9_190bbe81-60a5-11ec-8402-0a7404972c70_jpg.rf.23dcae47c3d3f7736e88efa9d6ac61c7.jpg,640,640,Blepharitis,0,0,640,640
crop_D49_10a900ce-60a5-11ec-8402-0a7404972c70_jpg.rf.23f685be88b04789f768c1ce6f38149c.jpg,640,640,Blepharitis,1,66,626,625
crop_D19_10a9360a-60a5-11ec-8402-0a7404972c70_jpg.rf.240e8a7ef87b2290a8c378958f60cb72.jpg,640,640,Blepharitis,0,125,556,603
D3_3dd3c201-60a5-11ec-8402-0a7404972c70_jpg.rf.2458f131767236e774adfd917e587931.jpg,640,640,Blepharitis,0,0,640,639
crop_D39_3da78c56-60a5-11ec-8402-0a7404972c70_jpg.rf.2446bb2412e1197b0785442f6fc4f6ca.jpg,640,640,Blepharitis,117,114,640,571
crop_D0_3dadc5ab-60a5-11ec-8402-0a7404972c70_jpg.rf.2480a0de3cb922248327f283edc753d1.jpg,640,640,Blepharitis,94,210,607,634
crop_D22_3db10d47-60a5-11ec-8402-0a7404972c70_jpg.rf.24c4d4138e0044889272907aad6f3643.jpg,640,640,Blepharitis,30,52,640,564
crop_D58_10a8ce3d-60a5-11ec-8402-0a7404972c70_jpg.rf.247e814eb65cbc222ca99e5e39d3fa0d.jpg,640,640,Blepharitis,8,87,640,574
crop_D24_3dab4706-60a5-11ec-8402-0a7404972c70_jpg.rf.24d938c64f8517a64941424a12c5ce5f.jpg,640,640,Blepharitis,95,75,605,533
D0_3dd21b9b-60a5-11ec-8402-0a7404972c70_jpg.rf.2522d1905521f6669a5434a3e7b18cf1.jpg,640,640,Blepharitis,0,0,640,640
crop_D17_3dae3d5a-60a5-11ec-8402-0a7404972c70_jpg.rf.2547f463da507b624e904cf01e5e6ce6.jpg,640,640,Blepharitis,160,99,640,591
crop_D42_3db0f249-60a5-11ec-8402-0a7404972c70_jpg.rf.25f5d9d8af3f7d6ea639909a77edae75.jpg,640,640,Blepharitis,69,48,607,527
crop_D8_3dab3b26-60a5-11ec-8402-0a7404972c70_jpg.rf.25d86b827c5672680f63d855eefb6942.jpg,640,640,Blepharitis,7,146,550,557
crop_D37_3daeac6e-60a5-11ec-8402-0a7404972c70_jpg.rf.25547fb2da773509e064957f420d9442.jpg,640,640,Blepharitis,0,43,637,568
crop_D0_10ab2d60-60a5-11ec-8402-0a7404972c70_jpg.rf.262ae36ae9d4981896f6fa511aba6512.jpg,640,640,Blepharitis,20,76,489,474
crop_D21_10a99b08-60a5-11ec-8402-0a7404972c70_jpg.rf.2677178f1905201bb3126de23d94de98.jpg,640,640,Blepharitis,23,10,636,511
crop_D10_108f5b0a-60a5-11ec-8402-0a7404972c70_jpg.rf.2683b1a7bf45c2a58d4ed75c4a002dee.jpg,640,640,Blepharitis,105,69,589,596
D14_3dd042e5-60a5-11ec-8402-0a7404972c70_jpg.rf.268d05829042207c8c77cabd60e0272a.jpg,640,640,Blepharitis,0,0,640,640
crop_D49_10a900ce-60a5-11ec-8402-0a7404972c70_jpg.rf.265a333e6cf68e566ddffc5433e954cc.jpg,640,640,Blepharitis,0,19,639,619
crop_D3_3db0aa10-60a5-11ec-8402-0a7404972c70_jpg.rf.26c4349a83f442a670357303323cb70c.jpg,640,640,Blepharitis,0,0,638,598
crop_D20_3daea725-60a5-11ec-8402-0a7404972c70_jpg.rf.26dbc013c30633f051cadf53358ff96b.jpg,640,640,Blepharitis,84,15,640,519
crop_D1_3daebe67-60a5-11ec-8402-0a7404972c70_jpg.rf.27128d35582cb48f623b705255b89c7c.jpg,640,640,Blepharitis,83,38,637,504
crop_D39_10ae716a-60a5-11ec-8402-0a7404972c70_jpg.rf.27111f140fea1d4416e3a74b3fcdb76b.jpg,640,640,Blepharitis,33,54,633,601
D5_3dce5b72-60a5-11ec-8402-0a7404972c70_jpg.rf.27bc54ee564617897c870319dad2905e.jpg,640,640,Blepharitis,0,0,640,640
D6_190585d5-60a5-11ec-8402-0a7404972c70_jpg.rf.2756287436d20a7668fcc757d3ee2b71.jpg,640,640,Blepharitis,0,0,640,640
crop_D34_10a977a4-60a5-11ec-8402-0a7404972c70_jpg.rf.2685a24cd5b868f0f71495f9bbd89538.jpg,640,640,Blepharitis,0,159,533,640
D2_3dd59c2f-60a5-11ec-8402-0a7404972c70_jpg.rf.27bc1b68cc722fcd1751f4a50d0fa32d.jpg,640,640,Blepharitis,0,0,640,640
D0_3add1235-60a5-11ec-8402-0a7404972c70_jpg.rf.2840e3ea740085c6db8ef291ea6bb5a9.jpg,640,640,Blepharitis,0,0,640,640
D12_18cb6f76-60a5-11ec-8402-0a7404972c70_jpg.rf.286b955d95c6a0792425936d2d2a83fa.jpg,640,640,Blepharitis,14,0,640,639
crop_D42_3db02064-60a5-11ec-8402-0a7404972c70_jpg.rf.2859a93563396a5fa9c5230907b199b5.jpg,640,640,Blepharitis,1,27,616,550
crop_D5_1014b7c9-60a5-11ec-8402-0a7404972c70_jpg.rf.2871254d70bef1190a5f4c5d8ba93a63.jpg,640,640,Blepharitis,1,2,625,584
crop_D54_1015acc5-60a5-11ec-8402-0a7404972c70_jpg.rf.2877b9071cb914119d572bc08b92986e.jpg,640,640,Blepharitis,129,140,550,501
crop_D7_10aca9e3-60a5-11ec-8402-0a7404972c70_jpg.rf.28c4aafe1286eebbac4c61eb22c185f0.jpg,640,640,Blepharitis,0,0,640,635
D11_18c98dc1-60a5-11ec-8402-0a7404972c70_jpg.rf.28edfc90bf39e0763b3477c834862eee.jpg,640,640,Blepharitis,0,0,640,640
crop_D1_10aed887-60a5-11ec-8402-0a7404972c70_jpg.rf.289a2e27c0c802069cedb20a91bb6ab1.jpg,640,640,Blepharitis,0,19,602,556
D4_03691e79-60a5-11ec-8402-0a7404972c70_jpg.rf.28e1ca05e33989ef77d3e4077702a981.jpg,640,640,Blepharitis,0,0,640,640
crop_D0_3da75642-60a5-11ec-8402-0a7404972c70_jpg.rf.291dcbdd179a1e0786f4172a23630080.jpg,640,640,Blepharitis,83,102,638,539
crop_D46_10aa9d49-60a5-11ec-8402-0a7404972c70_jpg.rf.29165117dde73cfe4e85a3f5ce034793.jpg,640,640,Blepharitis,0,35,638,640
crop_D22_108ec464-60a5-11ec-8402-0a7404972c70_jpg.rf.294dcdcd255985b9b34d147a58759c51.jpg,640,640,Blepharitis,88,53,639,585
crop_D57_108f712f-60a5-11ec-8402-0a7404972c70_jpg.rf.29898ef4eda863c12fd246d5fdc1718d.jpg,640,640,Blepharitis,45,63,567,568
crop_D17_3db07d33-60a5-11ec-8402-0a7404972c70_jpg.rf.2987def7ac9cb60258d10361156939dc.jpg,640,640,Blepharitis,0,99,629,640
D9_18b8b50d-60a5-11ec-8402-0a7404972c70_jpg.rf.298b422e85074f30e2242bd25a9f64d0.jpg,640,640,Blepharitis,0,0,640,640
crop_D32_3da9bd30-60a5-11ec-8402-0a7404972c70_jpg.rf.299aa301d4a88947b627ec6dfef16be1.jpg,640,640,Blepharitis,93,4,638,543
crop_D3_10abae84-60a5-11ec-8402-0a7404972c70_jpg.rf.29bf9caa02f8b1d538ec430a606daede.jpg,640,640,Blepharitis,0,121,566,621
crop_D41_3daee47e-60a5-11ec-8402-0a7404972c70_jpg.rf.299ecab4e119f7484904dd376e21ea17.jpg,640,640,Blepharitis,42,29,597,571
crop_D7_104d73dd-60a5-11ec-8402-0a7404972c70_jpg.rf.29bf6482b20acf8510749ec8be83b43d.jpg,640,640,Blepharitis,81,143,561,538
D2_3dcec713-60a5-11ec-8402-0a7404972c70_jpg.rf.2a029567e02c662ab47a83442de65432.jpg,640,640,Blepharitis,0,0,640,640
crop_D36_3daea1b4-60a5-11ec-8402-0a7404972c70_jpg.rf.2a4051bc8a7209c740cc46ed7f006250.jpg,640,640,Blepharitis,0,48,639,496
D14_3dd05963-60a5-11ec-8402-0a7404972c70_jpg.rf.2a5d06a4e42ac7c4467b8ac53e029763.jpg,640,640,Blepharitis,0,0,640,640
crop_D49_10ad76f2-60a5-11ec-8402-0a7404972c70_jpg.rf.2a3ea0444921c0c9d45ac4431bfd1815.jpg,640,640,Blepharitis,0,74,547,459
D6_03511585-60a5-11ec-8402-0a7404972c70_jpg.rf.2a75d2b77b8ceba2b0e4e83a9d65e356.jpg,640,640,Blepharitis,4,43,617,640
D5_0361f80c-60a5-11ec-8402-0a7404972c70_jpg.rf.2a55d780b565934399ef12d5e2f3dfd4.jpg,640,640,Blepharitis,0,63,634,586
D9_3dcf6ce1-60a5-11ec-8402-0a7404972c70_jpg.rf.2a647460f709da11af08a21299fff5e6.jpg,640,640,Blepharitis,0,0,640,640
crop_D14_3db0fd0a-60a5-11ec-8402-0a7404972c70_jpg.rf.2a65223508aedb9804ed89b0f89c31b5.jpg,640,640,Blepharitis,132,134,600,538
D1_18cccbf2-60a5-11ec-8402-0a7404972c70_jpg.rf.2a9d706946b2b6b60310d0f74d2f866b.jpg,640,640,Blepharitis,0,0,640,640
D5_3dd3efb9-60a5-11ec-8402-0a7404972c70_jpg.rf.2b53f8bdc2bf63222d5126d48d6dbe84.jpg,640,640,Blepharitis,0,0,640,640
crop_D42_10aad027-60a5-11ec-8402-0a7404972c70_jpg.rf.2b5d887ca12be7c837697cf247356747.jpg,640,640,Blepharitis,85,82,555,539
D9_03504cd1-60a5-11ec-8402-0a7404972c70_jpg.rf.2bc499890900cd5446a8ae42b69e251c.jpg,640,640,Blepharitis,27,33,640,583
crop_D50_10ae8863-60a5-11ec-8402-0a7404972c70_jpg.rf.2c48f6846b8b4ef942f4b45e906f2f0f.jpg,640,640,Blepharitis,72,186,627,617
crop_D5_10a948c9-60a5-11ec-8402-0a7404972c70_jpg.rf.2c891fa7a35ad414219cea2b8f562e70.jpg,640,640,Blepharitis,6,91,640,607
D0_3dcecc48-60a5-11ec-8402-0a7404972c70_jpg.rf.2ca6f275825468b8515419676bf5fad5.jpg,640,640,Blepharitis,0,0,640,640
crop_D34_3db0723a-60a5-11ec-8402-0a7404972c70_jpg.rf.2c3b682391a2a1cac5e02b89e782c668.jpg,640,640,Blepharitis,0,71,599,612
crop_D5_1014b7c9-60a5-11ec-8402-0a7404972c70_jpg.rf.2c6ce0a499e3eba7d9c4665b933f3ada.jpg,640,640,Blepharitis,0,25,564,535
crop_D31_10aaaa7c-60a5-11ec-8402-0a7404972c70_jpg.rf.2ce9aa3a0de3c831b09118deb911a3bb.jpg,640,640,Blepharitis,44,156,593,618
crop_D1_10acc789-60a5-11ec-8402-0a7404972c70_jpg.rf.2d1499ce2cba86dbb75726b4864089c5.jpg,640,640,Blepharitis,0,100,576,515
D9_190bbe81-60a5-11ec-8402-0a7404972c70_jpg.rf.2d242ab9218531c75986f7405781abb8.jpg,640,640,Blepharitis,10,0,596,639
D13_18b1deca-60a5-11ec-8402-0a7404972c70_jpg.rf.2d1cac8e60ff42be1f52a3f8d411f6bb.jpg,640,640,Blepharitis,0,0,636,640
crop_D57_3dafa466-60a5-11ec-8402-0a7404972c70_jpg.rf.2d24a45469dac8d8cd209d921606d92f.jpg,640,640,Blepharitis,14,0,640,538
crop_D33_10a98a51-60a5-11ec-8402-0a7404972c70_jpg.rf.2d3f74ff408fa129a99fe8e31599e02c.jpg,640,640,Blepharitis,61,137,532,524
crop_D45_10abf74d-60a5-11ec-8402-0a7404972c70_jpg.rf.2d485f031a1b6e954ef3a47d29600a6b.jpg,640,640,Blepharitis,76,0,640,517
crop_D0_3db0ed25-60a5-11ec-8402-0a7404972c70_jpg.rf.2daad2c51235c133d8910026b6a0cf82.jpg,640,640,Blepharitis,121,90,566,468
crop_D17_10afe43c-60a5-11ec-8402-0a7404972c70_jpg.rf.2da483eea586592254277270c6e7965e.jpg,640,640,Blepharitis,22,61,639,636
D12_3dd7b87c-60a5-11ec-8402-0a7404972c70_jpg.rf.2e5c1564c361f1656ecf5e3b4f035200.jpg,640,640,Blepharitis,0,0,640,640
crop_D34_3daa292f-60a5-11ec-8402-0a7404972c70_jpg.rf.2f1819b6ffa6bbe5ffde1049df973dec.jpg,640,640,Blepharitis,3,37,640,640
crop_D1_3dad6164-60a5-11ec-8402-0a7404972c70_jpg.rf.2f228c441ba62df9ac7c88059cbc0669.jpg,640,640,Blepharitis,190,0,640,428
crop_D42_10aad027-60a5-11ec-8402-0a7404972c70_jpg.rf.2f5f384bb6e7df828f71717531814863.jpg,640,640,Blepharitis,101,160,520,562
D10_18ba204f-60a5-11ec-8402-0a7404972c70_jpg.rf.2f6b7f639b400b8b7de720efc84cdd66.jpg,640,640,Blepharitis,23,1,640,640
crop_D59_3daf393d-60a5-11ec-8402-0a7404972c70_jpg.rf.2f5ad05f1870e30a0b5f1aff84190303.jpg,640,640,Blepharitis,13,107,638,640
crop_D6_3db03c5d-60a5-11ec-8402-0a7404972c70_jpg.rf.2f668245569f377f70192b4f19ddebf3.jpg,640,640,Blepharitis,103,84,640,559
crop_D17_10a87866-60a5-11ec-8402-0a7404972c70_jpg.rf.2f6049d17c0c828a0da7b450972aafcf.jpg,640,640,Blepharitis,161,13,640,474
crop_D50_3da84692-60a5-11ec-8402-0a7404972c70_jpg.rf.2e1accfee213fc9dcaca5678815b0a4e.jpg,640,640,Blepharitis,88,132,636,599
crop_D4_106335c9-60a5-11ec-8402-0a7404972c70_jpg.rf.2fb9d27d5b166a29d9e27690e8876723.jpg,640,640,Blepharitis,0,77,543,518
crop_D28_108ebe73-60a5-11ec-8402-0a7404972c70_jpg.rf.2fd0ae8d9efe93a36d16672a7b330bd0.jpg,640,640,Blepharitis,17,27,614,559
D4_18affe40-60a5-11ec-8402-0a7404972c70_jpg.rf.2ffcf72d13fea2b1f483a32cff206ed8.jpg,640,640,Blepharitis,0,0,640,640
D13_3dd3e412-60a5-11ec-8402-0a7404972c70_jpg.rf.300da1b3e10c6dfeb218e5a0fef47d33.jpg,640,640,Blepharitis,6,0,640,640
D5_3dd093dc-60a5-11ec-8402-0a7404972c70_jpg.rf.303c15b7188a0a8cdfafb1037e3efaa9.jpg,640,640,Blepharitis,0,0,640,640
D6_18b397f7-60a5-11ec-8402-0a7404972c70_jpg.rf.30472af4a5d8e8af1f5819f11c141aa7.jpg,640,640,Blepharitis,0,0,568,640
crop_D8_1062fff0-60a5-11ec-8402-0a7404972c70_jpg.rf.30b9b5140ef1d005f3392ae10c560a11.jpg,640,640,Blepharitis,0,85,638,593
D9_18b9e97f-60a5-11ec-8402-0a7404972c70_jpg.rf.301a72a3365d598df57fad0aca1b04a8.jpg,640,640,Blepharitis,0,0,640,640
crop_D14_10b04671-60a5-11ec-8402-0a7404972c70_jpg.rf.30c64cd1372bfb488fddb2aa3e792f4c.jpg,640,640,Blepharitis,199,84,640,510
crop_D36_10ae2c8d-60a5-11ec-8402-0a7404972c70_jpg.rf.3150af7b192db372c7ff4be138361d37.jpg,640,640,Blepharitis,0,0,528,530
D4_18d07c03-60a5-11ec-8402-0a7404972c70_jpg.rf.31c98626cd0e7d289688d0f4c79e0a00.jpg,640,640,Blepharitis,0,0,615,640
D4_0361dc37-60a5-11ec-8402-0a7404972c70_jpg.rf.31cf42c48a4faa3a9a6f08b1fe5eb4cc.jpg,640,640,Blepharitis,0,0,640,607
crop_D56_3daec906-60a5-11ec-8402-0a7404972c70_jpg.rf.3134fa68fb5503882e7d9565f2338ea9.jpg,640,640,Blepharitis,21,53,640,606
crop_D30_10aced1c-60a5-11ec-8402-0a7404972c70_jpg.rf.31fdaeea0bd8cc784f05d8f642e7aad5.jpg,640,640,Blepharitis,0,0,640,572
D8_3dd75690-60a5-11ec-8402-0a7404972c70_jpg.rf.315e8fd0e48d396a2fdab9276f0ce9bf.jpg,640,640,Blepharitis,0,0,566,640
crop_D56_3dae32aa-60a5-11ec-8402-0a7404972c70_jpg.rf.31d85773360e1e4527681d1ab92eb2c0.jpg,640,640,Blepharitis,10,43,616,539
crop_D17_10a87866-60a5-11ec-8402-0a7404972c70_jpg.rf.32990a5f6e1bd69c725c4ea1e67e12a9.jpg,640,640,Blepharitis,213,54,640,432
crop_D6_3daf1205-60a5-11ec-8402-0a7404972c70_jpg.rf.32bf199834f994c3048f89ba25b24b9c.jpg,640,640,Blepharitis,108,95,639,636
crop_D34_3daa292f-60a5-11ec-8402-0a7404972c70_jpg.rf.329131e298345cefebcaff73fd3f5e0c.jpg,640,640,Blepharitis,0,0,640,640
D8_3dd75690-60a5-11ec-8402-0a7404972c70_jpg.rf.336650b0f9452bf28d56001b7137f070.jpg,640,640,Blepharitis,0,0,605,640
crop_D32_10ac98a7-60a5-11ec-8402-0a7404972c70_jpg.rf.3364e39c2296770a9e086b5fa26e5cdd.jpg,640,640,Blepharitis,27,112,608,623
D5_3dce5b72-60a5-11ec-8402-0a7404972c70_jpg.rf.339cbf6cbdd99b1980ddc0c8525fbab5.jpg,640,640,Blepharitis,0,0,640,640
crop_D26_3da750b2-60a5-11ec-8402-0a7404972c70_jpg.rf.33cb5126579b2f1d3cee6e773a565330.jpg,640,640,Blepharitis,75,68,640,578
crop_D1_3da85697-60a5-11ec-8402-0a7404972c70_jpg.rf.3420b2708ac9a45aa295488d97913bf9.jpg,640,640,Blepharitis,77,7,580,455
crop_D56_10630f8a-60a5-11ec-8402-0a7404972c70_jpg.rf.33e1398455186dabe5972d89236a2d84.jpg,640,640,Blepharitis,50,95,537,527
D4_3dcef05f-60a5-11ec-8402-0a7404972c70_jpg.rf.342a8549ca5d6311284bdc128c3a60ff.jpg,640,640,Blepharitis,0,0,640,640
crop_D33_3dae1c96-60a5-11ec-8402-0a7404972c70_jpg.rf.3436eb1a253f356cbd1a4245eae2205c.jpg,640,640,Blepharitis,38,85,640,619
crop_D20_10a983e9-60a5-11ec-8402-0a7404972c70_jpg.rf.350495e0f773c75669ca2f85fad16ebe.jpg,640,640,Blepharitis,51,41,637,588
D14_3d941624-60a5-11ec-8402-0a7404972c70_jpg.rf.35ba2935bf60d2bde041db5c842f46b5.jpg,640,640,Blepharitis,32,0,640,639
